Show,A,Z,N,symb,symb A,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,Total BE MeV,atomic mass, unc, mass excess,unc
0,50,17,33,Cl,Cl 50,,,0, , , , , , , , ,B-,100, ,B-3N, , ,B-2N, , , , , , , ,21069,781,16858,721,-17655,922,,,1271,848,20642,897,7651,12,382.55,50008309,644,7740,600
0,50,18,32,Ar,Ar 50,,,0, ,0+, ,106,6,ms,0.106,0.006,B-,100, ,B-N,37,7,B-2N, , , , , , , ,12398,500,8210,500,-16095,707,-21070,781,4211,640,21559,781,8056,10,402.8,49985690,537,-13330,500
0,50,19,31,K,K 50,,0,0, ,0(-), ,472,4,ms,0.472,0.004,B-,100, ,B-N,29,3,B-2N, , , , , , , ,13861.376,7892,7500.6,8,-14293.37,209,-12397.848,500,4187.67,8,15827,400,8288.582,155,414.4291,49972380.017,8300,-25727.848,7731
0,50,20,30,Ca,Ca 50,3.5168,64,0, ,0+, ,13.45,5,s,13.45,0.05,B-,100, , , , , , , , , , , , ,4958.158,15084,-1099.28,3,-12241.21,194,-13861.376,8,6360.78,160,17266.7,177,8550.163,32,427.50815,49957499.217,1700,-39589.224,1584
0,50,21,29,Sc,Sc 50,,,0, ,5+, ,102.5,5,s,102.5,0.5,B-,100, , , , , , , , , , , , ,6884.278,15000,-4054.91,15,-11558.37,15,-4958.158,15,6057.43,15,10536.59,15,8633.679,300,431.68395,49952176.415,16103,-44547.382,15000
1,50,22,28,Ti,Ti 50,3.5704,22,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2207.647,426,-11541.05,82,-10717.21,223,-6884.278,15,10939.19,4,12159.37,270,8755.718,2,437.7859,49944785.839,129,-51431.66,121
0,50,23,27,V,V 50,,,0, ,6+, ,2.65E+017,+16-18,Y,8.36258538326688E+024, ,EC+B+,99.3,0.7,B-,0.7,0.7, , , , ,3.3456889, ,0.21, ,1038.059,299,-11962.27,222,-9887.71,80,2207.647,427,9333.4,92,7949.2,42,8695.918,8,434.7959,49947155.845,438,-49224.013,409
2,50,24,26,Cr,Cr 50,3.6588,65,0, ,0+,GT,1.3E+018, ,Y,4.10240037669696E+025, ,2EC, , , , , , , , ,1, , , , ,-7634.477,67,-20712.75,221,-8559.19,47,-1038.059,599,13000.33,220,9589.11,94,8701.032,9,435.0516,49946041.443,468,-50262.072,437
0,50,25,25,Mn,Mn 50,3.712,196,0, ,0+, ,283.19,10,ms,0.28319,0.0001,EC+B+,100, , , , , , , ,1, , , , ,-8151.139,8395,-25948.19,24,-7977.16,49,7634.477,622,13078.28,221,4583.51,220,8532.696,9,426.6348,49954237.391,474,-42627.595,442
0,50,26,24,Fe,Fe 50,,,0, ,0+, ,152,6,ms,0.152,0.0006,EC+B+,100, ,ECP,0, , , , , , , , , ,-16846,400,-32667,500,-7429.81,14,8151.139,8,17797.05,26,4144.79,9,8354.026,168,417.7013,49962988,9000,-34476.456,8383
0,50,27,23,Co,Co 50,,,0, ,(6+), ,38.8,2,ms,0.0388,0.0002,EC+B+,100, ,ECP,70.5,0.7,EC2P, , ,2, , , , ,-13510,640,-33902,721,-7486,565,16846.456,400,15821,640,169,400,8001,8,400.05,49981073,429,-17630,400
0,50,28,22,Ni,Ni 50,,,0, ,0+, ,18.5,12,ms,0.0185,0.0012,EC+B+,100, ,ECP,73,6,EC2P,14,5, , , , , ,,,,,-7455,707,13510,640,20391,781,1529,707,7716,10,385.8,49995577,537,-4120,500
0,51,17,34,Cl,Cl 51,,,0, , , , , , , , ,B-,100, , , , , , , , , , , , ,20980,922,19548,860,-17845,1063,,,1521,922,,,7530,14,384.03,51015341,751,14290,700
0,51,18,33,Ar,Ar 51,,,0, , , , , , , , ,B-,100, , , , , , , , , , , , ,15826,600,10967,600,-16485,781,-20980,922,1432,781,21719,848,7926,12,404.226,50992818,644,-6690,600
0,51,19,32,K,K 51,,0,0, ,3/2+, ,365,5,ms,0.365,0.005,B-,100, ,B-N,65,8, , , , ,0.5129, , , ,13816.107,13057,9001.71,13,-15161,400,-15826.196,600,4859.67,15,16475,500,8221.349,256,419.288799,50975827.867,14006,-22516.196,13047
0,51,20,31,Ca,Ca 51,,,0, ,3/2(-), ,10,8,s,10,0.8,B-,100, ,B-N, , , , , , ,-1.0496, ,0.036, ,6896.381,20007,143.76,15,-13390.88,123,-13816.108,13,4814.4,167,17893.43,8,8476.913,10,432.322563,50960995.665,560,-36332.304,522
0,51,21,30,Sc,Sc 51,,,0, ,(7/2)-, ,12.4,1,s,12.4,0.1,B-,100, ,B-N, , , , , , , , , , ,6504.153,20006,131.66,20,-9941.62,20,-6896.38,20,6752.62,25,10928.43,20,8596.796,392,438.436596,50953592.095,21471,-43228.684,20000
0,51,22,29,Ti,Ti 51,,,0, ,3/2-, ,5.76,1,m,345.6,0.6,B-,100, , , , , , , , , , , , ,2471.005,644,-8580.14,65,-9813.33,227,-6504.153,20,6372.49,49,12474.43,15,8708.988,10,444.158388,50946609.6,541,-49732.837,505
2,51,23,28,V,V 51,3.6002,22,0, ,7/2-, ,STABLE, , , , , , , , , , , , , , , , ,-0.043, ,-752.447,213,-10013.09,28,-10292.16,197,-2471.005,645,11051.15,8,8061.15,42,8742.099,8,445.847049,50943956.867,430,-52203.842,401
0,51,24,27,Cr,Cr 51,,,0, ,7/2-, ,27.704,4,d,2393625.6,345.6,EC,100, , , , , , , , , , , , ,-3207.518,346,-16895.12,21,-8938.95,42,752.447,566,9260.64,20,9516.35,23,8712.005,8,444.312255,50944764.652,429,-51451.395,400
0,51,25,26,Mn,Mn 51,3.7026,212,0, ,5/2-, ,46.2,1,m,2772,6,EC+B+,100, , , , , , , , , , , , ,-8041.321,8977,-21838.74,8,-8662.17,53,3207.518,642,13687.6,30,5270.78,28,8633.772,10,440.322372,50948208.065,539,-48243.877,502
0,51,26,25,Fe,Fe 51,,,0, ,5/2-, ,305,2,ms,0.305,0.002,EC+B+,100, , , , , , , , , , , , ,-12860.412,49260,-30643,400,-8064.89,11,8041.322,9,13797.42,12,4863.93,9,8460.759,176,431.498709,50956840.779,9623,-40202.555,8964
0,51,27,24,Co,Co 51,,,0, ,7/2-, ,68.8,19,ms,0.0688,0.0019,EC+B+,100, ,ECP,3.8, , , , , , , , , ,-15442,503,-31293,503,-7200.69,58,12860.412,49,17783,403,154.66,49,8193.254,950,417.855954,50970647,52000,-27342.143,48438
0,51,28,23,Ni,Ni 51,,,0, ,(7/2-), ,23.8,2,ms,0.0238,0.0002,EC+B+,100, ,ECP,87.2,0.8,EC2P,0.5,0.2, , , , , ,,,,,-7455,707,15442.143,502,15851,707,1558,640,7875,10,401.625,50987225,537,-11900,500
0,52,18,34,Ar,Ar 52,,,0, ,0+,GT,620, ,ns,6.2E-07, ,B-2N, , ,B-, , ,B-N, , , , , , , ,15858,601,13165,600,-16466,846,,,2661,848,22859,922,7825,12,406.9,51998626,644,-1280,600
0,52,19,33,K,K 52,,,0, ,(2-), ,110,6,ms,0.11,0.006,B-,100, ,B-N,74,9,B-2N,2.3,0.3, , , , , ,17128.639,33540,11123.36,34,-15282,501,-15857.627,601,2692.75,36,17737,601,8115.029,645,421.981508,51981602,36000,-17137.627,33534
0,52,20,32,Ca,Ca 52,,,0, ,0+, ,4.6,3,s,4.6,0.3,B-,100, ,B-N, , , , , , , , , , ,6177.013,81855,891.1,20,-14409.84,307,-17128.639,34,6005.28,85,19039.04,13,8429.381,13,438.327812,51963213.648,720,-34266.266,671
0,52,21,31,Sc,Sc 52,,,0, ,3(+), ,8.2,2,s,8.2,0.2,B-,100, , , , , , , , , , , , ,9026.541,82157,1218.24,82,-10583.72,82,-6177.013,82,5285.91,84,11399.95,82,8533.125,1574,443.7225,51956582.351,87871,-40443.279,81852
0,52,22,30,Ti,Ti 52,,,0, ,0+, ,1.7,1,m,102,6,B-,100, , , , , , , , , , , , ,1973.948,7085,-5337.3,7,-7670.11,7,-9026.541,82,7808.3,7,13530.11,21,8691.667,136,451.966684,51946891.96,7592,-49469.82,7072
0,52,23,29,V,V 52,,,0, ,3+, ,3.743,5,m,224.58,0.3,B-,100, , , , , , , , , , , , ,3975.473,531,-8063.69,25,-9364.84,5,-1973.949,7,7311.24,13,8999.9,66,8714.582,8,453.158264,51944772.839,450,-51443.769,420
1,52,24,28,Cr,Cr 52,3.6452,42,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4711.958,1851,-15246.68,59,-9351.45,36,-3975.473,54,12039.16,51,10504.37,52,8775.989,7,456.351428,51940504.992,364,-55419.242,340
0,52,25,27,Mn,Mn 52,3.6706,128,0, ,6+, ,5.591,3,d,483062.4,259.2,EC+B+,100, , , , , , , , ,3.0632, ,0.5, ,-2376.92,5017,-18576.05,9,-8654.51,209,4711.958,1876,10534.72,190,6544.86,188,8670.329,35,450.857108,51945563.488,1980,-50707.284,1845
0,52,26,26,Fe,Fe 52,,,0, ,0+, ,8.275,8,h,29790,28.8,EC+B+,100, , , , , , , , , , , , ,-13969.413,9822,-29059.54,49,-7933.26,9,2376.921,5,16199.13,10,7375.46,5,8609.574,98,447.697848,51948115.217,5493,-48330.363,5117
0,52,27,25,Co,Co 52,,,0, ,(6+), ,104,7,ms,0.104,0.007,EC+B+,100, ,B+P, , , , , , , , , , ,-12031,400,-30532,500,-7489.53,11,13969.412,10,15090.12,49,1447.37,12,8325.886,161,432.946072,51963112,9000,-34360.951,8383
0,52,28,24,Ni,Ni 52,,,0, ,0+, ,40.8,2,ms,0.0408,0.0002,EC+B+,100, ,B+P,31.4,1.5, , , , , , , , ,-20049,721,,,-6754,565,12030.951,400,18501,640,2277,403,8079,8,420.108,51976028,429,-22330,400
0,53,18,35,Ar,Ar 53,,,0, , ,GT,620, ,ns,6.2E-07, ,B-2N, , ,B-N, , ,B-, , , , , , , ,19086,708,15857,699,-16727,966,,,1,921,,,7677,13,406.881,53007290,750,6791,699
0,53,19,34,K,K 53,,,0, ,(3/2+), ,30,5,ms,0.03,0.005,B-,100, ,B-N,67, ,B-2N,17, , , , , , ,17091.983,120047,13899.23,112,-15661,610,-19086.721,708,3229.41,117,18305,610,8022.848,2109,425.210944,52986800,120000,-12295.721,111779
0,53,20,33,Ca,Ca 53,,,0, ,(1/2-), ,461,90,ms,0.461,0.09,B-,100, ,B-N,40,10, , , , , , , , ,9519.104,103774,2984.26,93,-14623,402,-17091.983,120,3192.76,44,19539.05,55,8330.577,826,441.520581,52968451,47000,-29387.704,43780
0,53,21,32,Sc,Sc 53,,,0, ,(7/2-), ,2.6,4,s,2.6,0.4,B-,100, ,B-N, , , , , , , , , , ,7924.253,137339,2491.7,94,-11720.23,94,-9519.104,104,6534.85,125,11929.51,94,8495.421,1775,450.257313,52958231.821,101006,-38906.808,94087
0,53,22,31,Ti,Ti 53,,,0, ,(3/2)-, ,32.7,9,s,32.7,0.9,B-,100, , , , , , , , , , , , ,5020,100000,-3458.61,100,-7956.21,100,-7924.253,137,5432.56,100,13676.75,129,8630.174,1888,457.399222,52949724.785,107406,-46831.061,100049
0,53,23,30,V,V 53,,,0, ,7/2-, ,1.543,14,m,92.58,0.84,B-,100, , , , , , , , , , , , ,3435.938,3102,-4503.14,3,-7714.71,4,-5020,100,8478.61,3,9670.21,8,8710.13,59,461.63689,52944335.593,3349,-51851.061,3120
1,53,24,29,Cr,Cr 53,3.6511,75,0, ,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.47454, ,-0.15, ,-596.884,356,-12651.03,185,-9148.13,36,-3435.938,3,7939.07,14,11132.2,54,8760.198,7,464.290494,52940646.961,373,-55286.999,348
0,53,25,28,Mn,Mn 53,3.6662,76,0, ,7/2-, ,3740000,4,Y,118022903144974,1262277038983.68,EC,100, , , , , , , , , , , , ,-3742.586,1686,-14431.07,5,-9153.1,94,596.883,569,12054.15,187,6559.84,33,8734.175,9,462.911275,52941287.742,483,-54690.116,450
0,53,26,27,Fe,Fe 53,,,0, ,7/2-, ,8.51,2,m,510.6,1.2,EC+B+,100, , , , , , , , , , , , ,-8288.101,443,-24657.9,9,-8039.39,278,3742.586,1716,10688.48,5,7529.22,239,8648.799,31,458.386347,52945305.574,1777,-50947.53,1656
0,53,27,26,Co,Co 53,,,0, ,(7/2-), ,240,9,ms,0.24,0.009,EC+B+,100, , , , , , , , , , , , ,-13028.604,25209,-28401,400,-7463.71,282,8288.102,2383,16369.79,9,1618.04,5,8477.658,32,449.315874,52954203.217,1839,-42659.428,1713
0,53,28,25,Ni,Ni 53,,,0, ,(7/2-), ,55.2,7,ms,0.0552,0.0007,EC+B+,100, ,ECP,23.4,1, , , ,3/2, , , , ,-16361,501,-35422,600,-7305.01,35,13028.604,25,15372,400,2558.84,27,8217.074,475,435.504922,52968190,27000,-29630.824,25150
0,53,29,24,Cu,Cu 53,,,0, , ,LT,130, ,ns,1.3E-07, ,P, , , , , , , , , , , , , ,,,,,-5815,707,16360.824,501,19061,781,-1771,640,7894,9,418.382,52985754,537,-13270,500
0,54,19,35,K,K 54,,,0, ,2-, ,10,5,ms,0.01,0.005,B-,100, ,B-2N, , ,B-N, , , , , , , ,20158,598,16314,598,-15167,846,,,778,607,19082,918,7889,11,426.006,53994630,640,-5002,596
0,54,20,34,Ca,Ca 54,,,0, ,0+, ,107,14,ms,0.107,0.014,B-,100, ,B-2N, , ,B-N, , , , , , , ,8730.315,277066,5674.91,106,-14256,503,-20158.585,598,3844.2,65,20153.83,122,8247.496,897,445.364784,53972989,52000,-25160.585,48438
0,54,21,33,Sc,Sc 54,,,0, ,(3)+, ,526,15,ms,0.526,0.015,B-,100, ,B-N,16,9, , , , , , , , ,11731.081,284990,4868.84,291,-10587.97,273,-8730.315,277,3055.41,289,11792.17,276,8394.681,5052,453.312774,53963616.62,292862,-33890.9,272800
0,54,22,32,Ti,Ti 54,,,0, ,0+, ,2.1,10,s,2.1,1,B-,100, , , , , , , , , , , , ,4271.192,83815,-1842.24,83,-8457.67,82,-11731.081,285,6862.24,130,14004.14,125,8597.435,1527,464.26149,53951022.786,88526,-45621.981,82461
0,54,23,31,V,V 54,,,0, ,3+, ,49.8,5,s,49.8,0.5,B-,100, , , , , , , , , , , , ,7041.592,15000,-2677.49,15,-7770.71,21,-4271.192,84,6113.43,15,10351.08,101,8662.043,278,467.750322,53946437.472,16107,-49893.173,15004
0,54,24,30,Cr,Cr 54,3.6885,74,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1377.136,1008,-10315.97,37,-7928.02,37,-7041.592,15,9719.08,12,12372.67,3,8777.955,7,474.00957,53938878.012,378,-56934.765,353
0,54,25,29,Mn,Mn 54,3.6834,49,0, ,3+, ,312.2,20,d,26974080,17280,EC+B+,100, ,B-,9.3E-05, , , , , ,3.2819, ,0.37, ,696.872,1076,-12681.42,194,-8758.53,112,1377.136,1116,8938.83,106,7559.6,100,8737.965,20,471.85011,53940356.429,1136,-55557.629,1059
1,54,26,28,Fe,Fe 54,3.6933,19,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-8244.547,89,-21666.39,167,-8417.34,54,-696.871,1122,13378.29,161,8853.36,49,8736.382,7,471.764628,53939608.306,399,-56254.5,372
0,54,27,27,Co,Co 54,,,0, ,0+, ,193.28,7,ms,0.19328,7E-05,EC+B+,100, , , , , , , ,1, , , , ,-8731.646,4673,-26450.45,25,-7807.27,55,8244.547,534,13421.84,167,4351.39,162,8569.217,7,462.737718,53948459.192,411,-48009.953,383
0,54,28,26,Ni,Ni 54,,,0, ,0+, ,114.2,3,ms,0.1142,0.0003,EC+B+,100, , , , , , , , , , , , ,-17868,400,-34080,500,-7226.77,10,8731.645,5,17718.8,26,3907.85,5,8393.032,86,453.223728,53957833,5000,-39278.308,4657
0,54,29,25,Cu,Cu 54,,,0, ,3+,LT,75, ,ns,7.5E-08, ,P, , , , , , , , , , , , , ,-15139,565,,,-6205,565,17868.308,400,16212,640,-931,400,8048,7,434.592,53977015,429,-21410,400
0,54,30,24,Zn,Zn 54,,,0, ,0+, ,1.59,+60-35,ms,0.00159, ,2P,92, , , , , , , , , , , , ,,,,,-4577,641,15138,566,,,291,641,7753,7,418.662,53993267,430,-6272,400
0,55,19,36,K,K 55,,,0, , ,GT,360, ,ns,3.6E-07, ,B-, , ,B-N, , , , , , , , , , ,19058,760,17797,700,-16007,989,,,2361,918,,,7788,13,428.34,55000760,750,708,699
0,55,20,35,Ca,Ca 55,,,0, ,(5/2-), ,22,2,ms,0.022,0.002,B-,100, ,B-N, , , , , , , , , , ,11809,544,7469,405,-14085,671,-19058,761,1261,304,20637,667,8120,5,446.6,54980300,322,-18350,300
0,55,21,34,Sc,Sc 55,,,0, ,(7/2-), ,105,6,ms,0.105,0.006,B-,100, ,B-N, , , , , , , , , , ,11508.735,482226,7391.31,462,-10068.07,455,-11809.352,544,4339.77,530,12287.74,457,8320.955,8261,457.652525,54967622.601,487756,-30159.352,454342
0,55,22,33,Ti,Ti 55,,,0, ,(1/2)-, ,1.3,1,s,1.3,0.1,B-,100, , , , , , , , , , , , ,7476.498,157206,153.77,162,-7760.7,162,-11508.736,482,4117.42,181,15066.16,317,8515.98,2938,468.3789,54955267.465,173486,-41668.088,161602
0,55,23,32,V,V 55,,,0, ,(7/2-), ,6.54,15,s,6.54,0.15,B-,100, , , , , , , , , , , , ,5965.125,95103,-281.14,95,-8340.82,97,-7476.498,188,7322.73,96,10811.58,126,8637.692,1729,475.07306,54947241.114,102098,-49144.586,95104
0,55,24,31,Cr,Cr 55,,,0, ,3/2-, ,3.497,3,m,209.82,0.18,B-,100, , , , , , , , , , , , ,2602.703,368,-7623.4,102,-7801.79,64,-5965.124,95,6246.26,19,12505.51,15,8731.924,7,480.25582,54940837.289,428,-55109.71,399
2,55,25,30,Mn,Mn 55,3.7057,22,0, ,5/2-, ,STABLE, , , , , , , , , , , , , , ,3.4532, ,0.33, ,-231.114,179,-9529.23,25,-7933.49,48,-2602.703,501,10226.1,105,8066.62,32,8765.022,6,482.07621,54938043.172,325,-57712.413,303
0,55,26,29,Fe,Fe 55,,,0, ,3/2-, ,2.744,9,Y,86592204.8742805,284012.333771328,EC,100, , , , , , , , , , , , ,-3451.417,324,-17542.66,21,-8454.82,50,231.113,457,9298.12,19,9212.64,106,8746.595,6,481.062725,54938291.283,367,-57481.3,342
0,55,27,28,Co,Co 55,,,0, ,7/2-, ,17.53,3,h,63108,108,EC+B+,100, , , , , , , , ,4.822, , , ,-8694.034,578,-22822.89,5,-8210.92,62,3451.417,548,14091.25,31,5064.35,30,8669.618,8,476.82899,54941996.531,459,-54029.883,428
0,55,28,27,Ni,Ni 55,,,0, ,7/2-, ,204.7,37,ms,0.2047,0.0037,EC+B+,100, , , , , , , , , , , , ,-13700.449,155561,-31997,400,-7558.21,9,8694.034,837,14128.86,5,4614.87,66,8497.32,13,467.3526,54951329.961,771,-45335.849,719
0,55,29,26,Cu,Cu 55,,,0, ,3/2-, ,40, ,ms,0.04, ,ECP,15, ,P, , ,B+, , , , , , , ,-17065,429,-33435,429,-6718.17,163,13700.45,156,18296,429,-353.94,156,8233.996,2828,452.86978,54966038,167000,-31635.399,155559
0,55,30,25,Zn,Zn 55,,,0, ,5/2-, ,20, ,ms,0.02, ,ECP,91, ,B+, , , , , , , , , , ,,,,,-5096,640,17065.399,429,16370,565,449,565,7909,7,434.995,54984358,429,-14570,400
0,56,19,37,K,K 56,,,0, , ,GT,620, ,ns,6.2E-07, ,B-2N, , ,B-N, , ,B-, , , , , , , ,21825,895,18206,855,,,,,852,1063,,,7664,14,429.184,56008510,860,7927,801
0,56,20,36,Ca,Ca 56,,,0, ,0+, ,11,2,ms,0.011,0.002,B-,100, ,B-N, , , , , , , , , , ,10954,710,8190,605,-15043,721,-21825,895,3619,500,21895,805,8040,7,450.24,55985080,429,-13898,400
0,56,21,35,Sc,Sc 56,,,0, ,(1+), ,26,6,ms,0.026,0.006,B-,100, ,B-N, , , , , , , , , , ,14467.788,599236,8744.51,609,-10139.55,588,-10954.26,710,2764.22,742,13791,659,8221.728,10479,460.416768,55973320,630000,-24852.26,586841
0,56,22,34,Ti,Ti 56,,,0, ,0+, ,0.2,5,s,0.2,0.005,B-,100, ,B-N, , , , , , , , , , ,6834.833,194550,1753.22,154,-7478.7,121,-14467.788,599,5723.28,202,16449.67,470,8466.11,2165,474.10216,55957788.19,130163,-39320.048,121247
0,56,23,33,V,V 56,,,0, ,1+, ,0.216,4,s,0.216,0.004,B-,100, ,B-N, , , , , , , , , , ,9130.12,176899,883.51,177,-8136.52,195,-6834.833,214,5081.61,201,11775.76,240,8574.191,3159,480.154696,55950450.694,189907,-46154.881,176898
0,56,24,32,Cr,Cr 56,,,0, ,0+, ,5.94,10,m,356.4,6,B-,100, , , , , , , , , , , , ,1626.538,561,-5643.9,54,-8240.1,7,-9130.12,177,8246.61,65,13429.39,95,8723.258,11,488.502448,55940649.107,647,-55285.001,603
0,56,25,31,Mn,Mn 56,3.7146,52,0, ,3+, ,2.5789,1,h,9284.04,0.36,B-,100, , , , , , , , ,3.2266, , , ,3695.544,207,-7501.56,22,-7892.68,52,-1626.537,688,7270.44,13,9090.8,39,8738.333,6,489.346648,55938902.947,355,-56911.538,331
2,56,26,30,Fe,Fe 56,3.7377,16,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4566.68,411,-14648.52,34,-7612.76,34,-3695.544,448,11197.1,23,10183.64,16,8790.354,5,492.259824,55934935.617,324,-60607.082,302
0,56,27,29,Co,Co 56,,,0, ,4+, ,77.236,26,d,6673190.4,2246.4,EC+B+,100, , , , , , , , ,3.85, ,0.25, ,-2132.863,374,-18775.87,74,-7758.03,187,4566.68,56,10081.84,46,5848.07,45,8694.836,9,486.910816,55939838.15,529,-56040.402,493
0,56,28,28,Ni,Ni 56,,,0, ,0+, ,6.075,10,d,524880,864,EC+B+,100, , , , , , , , , , , , ,-15264.511,14910,-30343.46,156,-8002.09,5,2132.863,649,16643.01,67,7166.63,34,8642.779,8,483.995624,55942127.872,452,-53907.539,422
0,56,29,27,Cu,Cu 56,,,0, ,(4+), ,93,3,ms,0.093,0.003,B+,100, ,B+P,0.4,0.12, , , , , , , , ,-13253,400,-32144,400,-6706.99,17,15264.51,15,15078.95,156,596.15,15,8356.227,266,467.948712,55958515,16000,-38643.029,14904
0,56,30,26,Zn,Zn 56,,,0, ,0+, ,30,17,ms,0.03,0.0017,ECP,86,4.9,B+P, , ,B+, , , , , , , ,-22000,640,,,-5485,565,13253.029,400,18891,565,1043,429,8106,7,453.936,55972743,429,-25390,400
0,57,20,37,Ca,Ca 57,,,0, , ,GT,620, ,ns,6.2E-07, ,B-2N, , ,B-N, , ,B-, , , , , , , ,14121,1364,9907,710,-16090,805,,,1048,565,22090,895,7917,7,451.269,56992620,429,-6874,400
0,57,21,36,Sc,Sc 57,,,0, , , ,13,4,ms,0.013,0.004,B-,100, ,B-2N, , ,B-N, , , , , , , ,12919.758,1329062,10252.86,1310,-11125.07,1309,-14121.875,1364,4214.93,1430,14387,1364,8151.433,22879,464.631681,56977460,1400000,-20995.875,1304092
0,57,22,35,Ti,Ti 57,,,0, ,(5/2-), ,98,5,ms,0.098,0.005,B-,100, ,B-N, , , , , , , , , , ,10497.818,268750,4167.93,312,-6952.84,260,-12919.758,1329,2666.9,284,16352.34,640,8364.37,4499,476.76909,56963590.068,275274,-33915.633,256416
0,57,23,34,V,V 57,,,0, ,(7/2-), ,0.32,3,s,0.32,0.03,B-,100, ,B-N, , , , , , , , , , ,8111.252,80486,2800.23,80,-7931.56,124,-10497.817,269,6329.89,194,12382.37,146,8534.817,1412,486.484569,56952320.197,86397,-44413.45,80479
0,57,24,33,Cr,Cr 57,,,0, ,(3/2)-, ,21.1,10,s,21.1,1,B-,100, , , , , , , , , , , , ,4961.548,1846,-3684.48,112,-8118.56,100,-8111.252,80,5311.02,123,13658.79,177,8663.394,19,493.813458,56943612.409,1146,-52524.702,1068
0,57,25,32,Mn,Mn 57,,,0, ,5/2-, ,85.4,18,s,85.4,1.8,B-,100, , , , , , , , , , , , ,2695.589,1526,-4950.49,153,-8060.11,3,-4961.549,1845,8646.03,153,9490.22,161,8736.713,26,497.992641,56938285.968,1615,-57486.251,1505
1,57,26,31,Fe,Fe 57,3.7532,17,0, ,1/2-, ,STABLE, , , , , , , , , , , , , ,5/2,0.09044, , , ,-836.276,451,-12212.75,41,-7319.76,34,-2695.588,1535,7646.07,4,10559.27,21,8770.279,5,499.905903,56935392.134,326,-60181.839,304
0,57,27,30,Co,Co 57,,,0, ,7/2-, ,271.74,6,d,23478336,5184,EC,100, , , , , , , ,3/2,4.72, ,0.52, ,-3261.731,642,-13509.34,52,-7080.36,62,836.275,614,11376.48,56,6027.45,45,8741.882,9,498.287274,56936289.913,572,-59345.564,533
0,57,28,29,Ni,Ni 57,,,0, ,3/2-, ,35.6,6,h,128160,216,EC+B+,100, , , , , , , ,-1/2,-0.7975, , , ,-8774.947,439,-25512.12,15,-7561.22,171,3261.731,789,10247.61,52,7332.4,59,8670.933,10,494.243181,56939791.525,624,-56083.833,582
0,57,29,28,Cu,Cu 57,,,0, ,3/2-, ,196.3,7,ms,0.1963,0.0007,EC+B+,100, , , , , , , ,-1/2, , , , ,-14759,200,-29990,400,-7074.37,174,8774.947,78,16737.17,15,690.32,41,8503.262,9,484.685934,56949211.819,557,-47308.886,519
0,57,30,27,Zn,Zn 57,,,0, ,(7/2-), ,40,10,ms,0.04,0.01,EC+B+,100, ,B+P,65, , , , ,3/2, , , , ,-17540,447,-37232,539,-5344,202,14758.886,200,15232,447,1196,201,8231,4,469.167,56965056,215,-32550,200
0,58,20,38,Ca,Ca 58,,,0, ,0+,GT,620, ,ns,6.2E-07, ,B-, , ,B-N, , , , , , , , , , ,12957,640,11006,1397,,,,,3116,640,,,7835,9,454.43,57997940,537,-1919,500
0,58,21,37,Sc,Sc 58,,,0, , , ,12,5,ms,0.012,0.005,B-,100, ,B-N, , , , , , , , , , ,16234,447,10968,475,-12299,718,-12957,640,1951,1364,15291,565,8045,7,466.61,57984030,429,-14876,400
0,58,22,36,Ti,Ti 58,,,0, ,0+, ,58,9,ms,0.058,0.009,B-,100, ,B-N, , , , , , , , , , ,9292,219,5232,216,-8374,206,-16234,447,5266,325,17403,1319,8311,3,482.038,57966602,215,-31110,200
0,58,23,35,V,V 58,,,0, ,(1+), ,191,10,ms,0.191,0.01,B-,100, ,B-N, , , , , , , , , , ,11590.049,89386,4051.63,89,-8935.77,287,-9291.753,219,4059.62,120,13775.09,272,8457.658,1541,490.544164,57956626.932,95947,-40401.753,89374
0,58,24,34,Cr,Cr 58,,,0, ,0+, ,7,3,s,7,0.3,B-,100, , , , , , , , , , , , ,3835.759,3085,-2576.87,212,-8794.74,82,-11590.048,89,7538.42,183,14867.32,80,8643.998,26,501.351884,57944184.502,1600,-51991.801,1490
0,58,25,33,Mn,Mn 58,,,0, ,1+, ,3,1,s,3,0.1,B-,100, , , , , , , , , , , , ,6327.553,2723,-3717.04,272,-8359.3,15,-3835.759,3,6412.63,3,10591.83,290,8696.643,47,504.405294,57940066.646,2900,-55827.56,2701
0,58,26,32,Fe,Fe 58,3.7745,14,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2307.955,1139,-10880.87,50,-7645.26,38,-6327.553,2723,10044.59,18,11957.83,154,8792.25,6,509.9505,57933273.738,368,-62155.113,343
